id,answer
635,Greek
636,Rebetiko
637,initially
638,Apostolos Kaldaras
639,Ionian
640,1815
641,Manolis Kalomiris
642,Iannis Xenakis
643,Zorba
644,Yanni
645,Maria Callas
646,35
647,35
648,Eurovision Song Contest
649,2005
650,Athens
651,Western
652,776
653,end
654,nations
655,38
656,Greek
657,European Champions
658,2011
659,The
660,The
661,Greek
662,As
663,25
664,They
665,A1 Ethniki
666,2011
667,World Champions
668,World Champions
669,World Aquatics Championships
670,The
671,The
672,Greek
673,Europe
674,domestic
675,Mytikas
676,Greek
677,The
678,Zeus
679,ancient
680,According
681,25
682,non-fixed
683,Christmas
684,In
685,Greek
686,2013
687,Greece
688,2014
689,Alexander III
690,The Great
691,492
692,330
693,334
694,reduction
695,Compression
696,identifying
697,reducing
698,called
699,helps
700,decompressed
701,space–time
702,involves
703,algorithms
704,exploit
705,colour
706,LZ
707,PKZIP
708,Lempel-Ziv–Renau
709,LZ-based
710,Microsoft
711,called
712,It
713,uses
714,Lossy
715,source
716,bits
717,CD
718,used
719,performed
720,CD
721,CD
722,learning
723,LPC
724,compression
725,Data
726,Data
727,compression
728,range
729,implemented
730,algorithms
731,Vorbis
732,unable
733,50–60
734,used
735,DVDs
736,achieves
737,used
738,effects
739,masked
740,LPC
741,coding
742,LPC
743,used
744,longer
745,Often
746,samples
747,latency
748,LPC
749,varies
750,frames
751,Not sure
752,IEEE Journal
753,IEEE Journal
754,authors
755,Oscar Bonello
756,Oscar Bonello
757,Audicom
758,distortion
759,requires
760,distracting
761,square-shaped
762,codec
763,panning
764,represented
765,JPEG
766,longer
767,remains
768,areas
769,video
770,copies
771,formats
772,intraframe-compressed
773,ITU-T
774,ISO
775,DWT
776,algorithms
777,MAFE
778,GenomeZip
779,Old Avestan
780,AlanianScytho-Sarmatian
781,Iranian
782,century
783,Iranian
784,multitude
785,Avestan
786,Dari
787,1836
788,Christian Lassen
789,Robert Needham Cust
790,1878
791,languages
792,known
793,Andronovo
794,2000
795,groups
796,Europe
797,hand
798,multitude
799,Old Persian
800,520
801,4th
802,Iranian
803,Zoroastrianism
804,Middle Persian
805,Old
806,Iranian
807,Scythian
808,Iranian
809,Iranian
810,Iranian
811,Iranian
812,Not sure
813,Eastern
814,BCE
815,Not sure
816,known
817,Scythian
818,Iranian
819,name
820,Middle Iranian
821,Bactrian
822,Iranian
823,various
824,Bactrian
825,Iranian
826,Middle
827,Manichaeans
828,Iranian
829,Iranian
830,Middle Iranian
831,Saffarid
832,875
833,Iranian
834,Persian
835,old
836,Latinised
837,Tajik
838,Tajik
839,Khuzi
840,Khuzestan
841,Alans
842,Zarafshan valley
843,Scythian
844,France
845,Mali
846,Mali
847,African
848,About
849,Africa
850,century
851,1991
852,Present-day
853,Ghana Empire
854,January
855,January
856,April
857,In
858,July
859,Moroccan
860,The
861,Songhai
862,Judar Pasha
863,European
864,November
865,Moussa Traoré
866,Liberation Day
867,1968
868,The
869,1991
870,January
871,General
872,International Monetary Fund
873,International Monetary Fund
874,March
875,March
876,erected
877,300
878,loss
879,loss
880,received
881,Nowadays
882,convicted
883,received
884,Amadou Toumani Touré
885,March
886,March
887,groups
888,draft
889,Tuareg
890,In
891,Tuareg
892,Economic Community of West African States
893,population
894,Mali
895,December
896,Inner Niger Delta
897,Inner Niger Delta
898,Mali
899,12
900,powers
901,Not sure
902,elected
903,among
904,armed
905,National Assembly
906,113
907,holds
908,serves
909,Mali
910,Supreme Court
911,Constitutional Court
912,Constitutional Court
913,disputes
914,In
915,World Bank
916,1996
917,12
918,Not sure
919,Malians
920,birth
921,The
922,106
923,birth
924,people
925,Malians
926,Arabic
927,Berber-descendent Tuareg
928,division
929,Tuaregs
930,MNLA
931,Islamists
932,Malians
933,Tuaregs
934,associated
935,Mali
936,2012
937,69
938,69
939,Not sure
940,made
941,accepted
942,women
943,Aga Khan Foundation
944,diseases
945,Not sure
946,Mali
947,children
948,Mali
949,Not sure
950,large
951,parties
952,Tuareg
953,Tinariwen
954,2015
955,2015
956,Alaska
957,The
958,Alaska
959,48
960,Ketchikan
961,500
962,Alaska
963,Tongass National Forest
964,Sitka
965,Lower
966,Alaska Purchase
967,National Petroleum Reserve–Alaska
968,United States
969,North Slope
970,islands
971,Unimak Island
972,Canadian
973,Unimak Island
974,Unimak Island
975,United States Bureau of Land Management
976,United States Bureau of Land Management
977,87
978,United States Bureau of Land Management
979,'s
980,101
981,Alaska Statehood Act
982,rural
983,Limited
984,Limited
985,ANCSA
986,10
987,also
988,Köppen
989,130
990,The
991,villages
992,Sound
993,Sound
994,President
995,indigenous
996,occupied
997,European
998,Athabaskan
999,Alaska
1000,Native Alaskans
1001,first
1002,Semyon Dezhnyov
1003,Nikolai Daurkin
1004,testimony
1005,Yukon Territory
1006,1912
1007,state
1008,immigrants
1009,Alaska
1010,Alaska
1011,1946
1012,Statehood
1013,U.S.
1014,Congress
1015,Good Friday
1016,Good Friday
1017,Good Friday
1018,1964
1019,powerful
1020,20
1021,Eskimo–Aleut
1022,2014
1023,2014
1024,Association of Religion Data Archives
1025,Association of Religion Data Archives
1026,Pacific Northwest
1027,Pacific Northwest
1028,First Russian Orthodox Church
1029,Russian
1030,50
1031,Jews
1032,capita
1033,capita
1034,dominates
1035,Alaska
1036,bases
1037,state
1038,outputs
1039,supporting
1040,2014
1041,ANS
1042,2014
1043,2014
1044,Alaska
1045,Trans-Alaska Pipeline
1046,Geological Survey
1047,Alaskan
1048,Alaskan
1049,special
1050,urban
1051,urban
1052,Alaska
1053,Alaska
1054,Permanent Fund
1055,1976
1056,Permanent Fund
1057,Keith Miller
1058,Governor
1059,Alaska Constitution
1060,Permanent Fund
1061,$
1062,$
1063,50
1064,12
1065,Permanent Fund Dividend
1066,1976
1067,principal
1068,crops
1069,West
1070,spearheaded
1071,Outside
1072,reach
1073,20–30¢
1074,urban
1075,Juneau
1076,western
1077,Alaska
1078,1915
1079,ARR
1080,ARR
1081,The
1082,The
1083,construction
1084,Alaska
1085,The
1086,Alaska
1087,Fairbanks
1088,form
1089,2
1090,Essential Air Service
1091,Alaska Airlines
1092,Fairbanks
1093,Boeing
1094,due
1095,attributed
1096,Alaskan
1097,Lake Hood
1098,In
1099,base
1100,mushing
1101,commemorates
1102,Iditarod Trail Sled Dog Race
1103,famous
1104,Serum Run
1105,Alaska Communications
1106,1
1107,January
1108,Alaska United Fiber Optic
1109,operations
1110,sales
1111,seven
1112,individual
1113,Congress
1114,1964
1115,Democratic
1116,Democrat
1117,University of Alaska Fairbanks
1118,100
1119,2004
1120,34
1121,recording
1122,districts
1123,CDPs
1124,355
1125,Alaska
1126,Census
1127,2010
1128,United States Census Bureau
1129,Census
1130,much
1131,rely
1132,Troopers
1133,Troopers
1134,Anchorage Symphony Orchestra
1135,The
1136,Folk Festival
1137,MGM
1138,Northwest Alaska
1139,arriving
1140,Louis B. Mayer
1141,entered
1142,entered
1143,agreements
1144,compared
1145,held
1146,liable
1147,either
1148,meaning
1149,parties
1150,official
1151,original
1152,expresses
1153,acknowledges
1154,willing
1155,Since
1156,typically
1157,formatted
1158,paragraphs
1159,parties
1160,representatives
1161,exchanged
1162,names
1163,representatives
1164,begins
1165,typically
1166,articles
1167,heading
1168,may
1169,articles
1170,A
1171,usually
1172,treaties
1173,treaties
1174,Modern
1175,DONE
1176,DONE
1177,written
1178,copies
1179,signaled
1180,eschatocol
1181,later
1182,editor
1183,Federal Supreme Court
1184,append
1185,concluded
1186,European Union
1187,European Union
1188,EU
1189,European Union
1190,concluded
1191,obligations
1192,Locarno
1193,Treaties
1194,concluded
1195,'s
1196,purporting
1197,included
1198,reservation
1199,effects
1200,treaties
1201,reservations
1202,unaccepting
1203,reservations
1204,reservations
1205,obligations
1206,change
1207,affected
1208,opposes
1209,refuses
1210,existing
1211,State
1212,reserved
1213,amended
1214,protracted
1215,generally
1216,A
1217,required
1218,optional
1219,previous
1220,Kyoto Protocol
1221,United Nations Framework Convention
1222,United Nations Framework Convention
1223,UNFCCC
1224,United Nations Framework Convention
1225,merely
1226,state
1227,law
1228,requiring
1229,breach
1230,acted
1231,legislation
1232,law
1233,disagreements
1234,disagreements
1235,'principle
1236,interprets
1237,Vienna Convention
1238,contract
1239,effectiveness
1240,No
1241,parties
1242,initially
1243,parties
1244,adding
1245,called
1246,substantial
1247,may
1248,drafting
1249,drafting
1250,example
1251,example
1252,within
1253,terming
1254,altered
1255,wishes
1256,wishes
1257,discussions
1258,discussions
1259,Waitangi
1260,another
1261,may
1262,Waitangi
1263,simply
1264,viewed
1265,states
1266,binding
1267,40
1268,Treaties
1269,held
1270,possible
1271,When
1272,permitted
1273,International Covenant
1274,sovereignty
1275,permitted
1276,;
1277,another
1278,practice
1279,successful
1280,obligations
1281,successful
1282,obligations
1283,Narcotic Drugs
1284,grounds
1285,violated
1286,obligations
1287,obligations
1288,materially
1289,determined
1290,obligations
1291,terminating
1292,relations
1293,A
1294,terminated
1295,binding
1296,treaties
1297,terminated
1298,treaties
1299,terminated
1300,brought
1301,treaties
1302,terminated
1303,circumstances
1304,Islamic
1305,Jews
1306,Banu Qaynuqa
1307,Muslim
1308,Medina
1309,Banu Qurayza
1310,Muhammad
1311,Al-Waqidi
1312,Muslim
1313,Muhammad
1314,binding
1315,Japan-Korea
1316,Japan-Korea
1317,Japan
1318,agreed
1319,given
1320,exists
1321,State
1322,State
1323,body
1324,ignored
1325,restrictions
1326,ignored
1327,restrictions
1328,Treaties
1329,always
1330,Treaties
1331,condemned
1332,condemned
1333,Law
1334,circumstances
1335,invalidated
1336,Treaties
1337,alteration
1338,invalid
1339,invalidated
1340,understanding
1341,invalidated
1342,'s
1343,fraudulent
1344,conduct
1345,threat
1346,used
1347,used
1348,void
1349,permitting
1350,humanity
1351,principles
1352,meaning
1353,UN
1354,UN
1355,United Nations Charter
1356,treaties
1357,Charter
1358,United Nations
1359,United Nations
1360,procedures
1361,United Nations
1362,United Nations
1363,UN
1364,Federal
1365,Federal
1366,Federal
1367,Federal
1368,Brazilian
1369,Congress
1370,Federal Supreme Court
1371,Brazil
1372,Brazilian
1373,Federal Supreme Court
1374,2008
1375,Congress
1376,relevance
1377,Portuguese
1378,Brazilian
1379,Brazilian
1380,Brazilian
1381,Brazilian
1382,United States
1383,United States
1384,Senators
1385,President
1386,House
1387,United States
1388,President
1389,Congress
1390,Congress
1391,Treaty
1392,Head Money Cases
1393,Head Money Cases
1394,Covert
1395,Acts
1396,Constitution
1397,List
1398,Parliament of India
1399,Parliament of India
1400,Parliament
1401,Parliament of India
1402,European
1403,part
1404,European
1405,Europeans
1406,Europeans
1407,Qing Dynasty
1408,intricacies
1409,Qing Dynasty
1410,China
1411,China
1412,cases
1413,Europeans
1414,Mabo
1415,Mabo
1416,UN
1417,Prior
1418,Indian Appropriations Act
1419,1871
1420,Stat
1421,Indian Appropriations Act
1422,San Francisco
1423,Blue Cheer
1424,Born
1425,Keep
1426,Born
1427,The Spaghetti Incident
1428,Rush
1429,Thin
1430,Thin
1431,Tensions
1432,Slippery When Wet
1433,200
1434,Swedish
1435,Eruption
1436,Van Halen
1437,1980
1438,Ballbreaker
1439,These Days
1440,Staind
1441,1993
1442,The Spaghetti Incident
1443,Led Zeppelin
1444,The Spaghetti Incident
1445,Do
1446,roots
1447,Link Wray
1448,1958
1449,Rumble
1450,particularly
1451,Rolling Stones
1452,Stairway
1453,Machine Head
1454,Van Halen
1455,Keith Moon
1456,Axl Rose
1457,John Bonham
1458,Rainbow
1459,Use Your Illusion I
1460,Metallica
1461,1990
1462,Shake Your Money Maker
1463,Hysteria
1464,Hysteria
1465,40
1466,1993
1467,bands
1468,In-A-Gadda-Da-Vida
1469,Los Angeles
1470,Vains
1471,Elmore James
1472,Wolf
1473,You Really Got Me
1474,Muddy Waters
1475,1964
1476,1986
1477,The Spaghetti Incident
1478,1974
1479,The Spaghetti Incident
1480,Keep
1481,1981
1482,Def Leppard
1483,US
1484,1983
1485,1981
1486,Nirvana
1487,Led Zeppelin
1488,Pearl Jam
1489,Pearl Jam
1490,Britpop
1491,2005
1492,US
1493,Queens
1494,Foo Fighters
1495,Beautiful Creatures
1496,Top
1497,occasionally
1498,Eruption
1499,Drumming
1500,drums
1501,David Coverdale
1502,Wolf
1503,bass
1504,1993
1505,The Kinks
1506,Alice Cooper
1507,Tres Hombres
1508,Axl Rose
1509,theatrics
1510,Blue
1511,Do
1512,3
1513,rockers
1514,Keep
1515,Keep
1516,Balance
1517,Def Leppard
1518,Extreme
1519,Guns
1520,like
1521,heavy
1522,Nevermind
1523,termed
1524,bands
1525,Metallica
1526,1969
1527,Led Zeppelin
1528,Be Wild
1529,characteristics
1530,Black Sabbath
1531,Led Zeppelin
1532,The Ramones
1533,The Spaghetti Incident
1534,US
1535,Eruption
1536,17
1537,Permanent Vacation
1538,1987
1539,1987
1540,1993
1541,Rage Against the Machine
1542,It
1543,Stiff Upper Lip
1544,Scott Weiland
1545,2008
1546,South Carolina
1547,Charleston–North Charleston–Summerville Metropolitan Statistical Area
1548,midpoint
1549,midpoint
1550,midpoint
1551,Charleston–North Charleston–Summerville Metropolitan Statistical Area
1552,midpoint
1553,Atlantic Ocean
1554,1670
1555,British
1556,King
1557,Charleston Harbor
1558,2014
1559,1670
1560,Charles II
1561,King
1562,2014
1563,Charleston
1564,Charleston–North Charleston–Summerville Metropolitan Statistical Area
1565,Charleston
1566,United States Census Bureau
1567,United States Census Bureau
1568,North
1569,June
1570,June
1571,mild
1572,December
1573,Winter
1574,June
1575,June
1576,December
1577,recorded
1578,Hurricane Hugo
1579,within
1580,Hurricane Hugo
1581,December
1582,2010
1583,South Carolina
1584,2000
1585,Counties
1586,Moncks Corner
1587,Charleston–North Charleston–Summerville Metropolitan Statistical Area
1588,Reconstruction Era
1589,Reconstruction Era
1590,Charleston
1591,St. James ' Parish
1592,1670
1593,expeditions
1594,Protectorate
1595,Grand Model
1596,1660
1597,Atlantic Ocean
1598,settlers
1599,In
1600,predicted
1601,In
1602,Catholics
1603,1830
1604,raids
1605,Arsenal
1606,came
1607,assaults
1608,raids
1609,fronting
1610,fortified
1611,raids
1612,Today
1613,Africans
1614,Charles Towne
1615,brought
1616,40
1617,slaves
1618,1750
1619,Caribbean
1620,1700
1621,1747
1622,Charles Towne
1623,century
1624,1708
1625,African
1626,1708
1627,Cherokee
1628,Between
1629,period
1630,Charles Town
1631,Between
1632,College of Charles Towne
1633,1770
1634,1748
1635,1670
1636,America
1637,General Sir
1638,The
1639,1776
1640,British
1641,Americans
1642,General
1643,1780
1644,1776
1645,Charles Towne
1646,American
1647,Columbia
1648,1786
1649,1793
1650,became
1651,within
1652,18
1653,1860
1654,18
1655,1790
1656,1790
1657,May
1658,1822
1659,May
1660,Soon
1661,May
1662,quickly
1663,1880
1664,dogs
1665,1860
1666,AME Zion
1667,Avery Normal Institute
1668,Avery Normal Institute
1669,In
1670,Arsenal
1671,Porter Military Academy
1672,57
1673,In
1674,In
1675,1876
1676,1876
1677,Democratic
1678,throughout
1679,September
1680,September
1681,former
1682,August
1683,August
1684,31
1685,31
1686,Charleston
1687,Charleston–North Charleston–Summerville Metropolitan Statistical Area
1688,1895
1689,1889
1690,transported
1691,1896
1692,Emanuel African Methodist Episcopal Church
1693,2015
1694,pastor
1695,College
1696,On
1697,Spoleto Festival USA
1698,Festival
1699,100
1700,Pulitzer Prize-winning
1701,Pulitzer Prize-winning
1702,Footlight Players
1703,Marion Square
1704,1931
1705,Festival
1706,British
1707,1887
1708,French
1709,1887
1710,Sylvester Primer
1711,Provincialisms
1712,Spoleto Festival USA
1713,Spoleto Festival USA
1714,Cooper River Bridge Run
1715,Spoleto Festival USA
1716,Gian Carlo Menotti
1717,Sylvester Primer
1718,Ballin
1719,Eubie Blake
1720,Gullah
1721,The
1722,1891
1723,Rev
1724,Jenkins Orphanage
1725,instruments
1726,New Orleans
1727,Jenkins Orphanage Band
1728,Jenkins Orphanage Band
1729,Heyward
1730,Charleston
1731,1934
1732,300
1733,300
1734,Thomas Carr
1735,Thomas Carr
1736,16
1737,City of Charleston Police Department
1738,452
1739,452
1740,Greg Mullen
1741,12
1742,MUSC
1743,North Charleston
1744,North Charleston
1745,West Ashley
1746,experiencing
1747,Spoleto
1748,Charleston
1749,color
1750,Charleston Executive Airport
1751,shares
1752,Parish
1753,78
1754,78
1755,17
1756,Meeting Street
1757,16
1758,The
1759,1929
1760,1929
1761,Arthur Ravenel
1762,150
1763,Charleston Catholic School
1764,Porter-Gaud School
1765,The
1766,K-8
1767,150
1768,College
1769,Charleston
1770,2007
1771,The American College
1772,Trident Technical College
1773,Charleston
1774,Charleston
1775,Gian Carlo Menotti
1776,Spoleto Festival USA
1777,Pulitzer Prize-winning
1778,1996
1779,1996
1780,4
1781,Weapons Station
1782,UGM-96 Trident I
1783,1832
1784,In
1785,In
1786,known
1787,Washington
1788,depended
1789,Market Hall
1790,1808
1791,Piedmont
1792,Deep South
1793,South Carolina
1794,Republican Party
1795,Republican Party
1796,Confederacy
1797,Confederacy
1798,Not sure
1799,Russia
1800,Russia
1801,family
1802,examples
1803,so-called
1804,optional
1805,optional
1806,distinguish
1807,used
1808,Ukrainian
1809,used
1810,used
1811,Not sure
1812,South Slavic Old Church Slavonic
1813,Russian
1814,I
1815,population
1816,language
1817,system
1818,Standard Russian
1819,AD
1820,European
1821,example
1822,Estonian
1823,1809
1824,1809
1825,Russian-speaking Finns
1826,There
1827,There
1828,29
1829,29
1830,Russian
1831,Russian
1832,Russian
1833,Many
1834,USSR
1835,Slavic
1836,newspapers
1837,Russian
1838,2011
1839,Census
1840,Census
1841,Russian
1842,Ethnic
1843,Not sure
1844,Russian
1845,Russian
1846,Not sure
1847,Russian
1848,Ethnic
1849,Russian
1850,Russian
1851,Russian
1852,Russian
1853,listen
1854,listen
1855,Russian
1856,North America
1857,introduced
1858,introduced
1859,Russians
1860,Not sure
1861,1975
1862,I
1863,East Slavic
1864,Russian
1865,Russian
1866,German
1867,Russian
1868,Soviet Union
1869,Russian
1870,Russian
1871,Russian
1872,I
1873,Not sure
1874,Church Slavonic
1875,Proto-Slavic
1876,Northern Russian
1877,Southern Russian
1878,Southern Russian
1879,Ukrainian
1880,Vladimir Dal
1881,19th
1882,first
1883,mapping
1884,monumental
1885,Russian
1886,Russian
1887,Russian
1888,Russian
1889,Russian
1890,Not sure
1891,Not sure
1892,Not sure
1893,Russian
1894,Not sure
1895,designed
1896,UNIX-like
1897,UNIX-like
1898,I
1899,spread
1900,Russian
1901,though
1902,used
1903,Not sure
1904,used
1905,Mikhail Lermontov
1906,vowels
1907,language
1908,phonemes
1909,vowels
1910,allophones
1911,Not sure
1912,sounds
1913,1000
1914,used
1915,Kievan Rus
1916,Kievan Rus
1917,used
1918,Western Europe
1919,Russian
1920,Russian
1921,Leo Tolstoy
1922,Russian
1923,Pushkin
1924,Pushkin
1925,Not sure
1926,Russian
1927,century
1928,especially
1929,Russian
1930,Research Center for Sociological Research of the Ministry of Education and Science
1931,A. L. Arefyev
1932,2012
1933,Russian
1934,Bern
1935,Bern
1936,Canton
1937,36
1938,1
1939,Bern
1940,entire
1941,Bern
1942,2015
1943,Swiss
1944,Swiss
1945,Alemannic Swiss German
1946,Swiss
1947,1983
1948,Bern
1949,Bern
1950,2010
1951,Bern
1952,Bern
1953,1983
1954,Zähringen
1955,V
1956,keeping
1957,Celtic
1958,Bern
1959,arms
1960,bears
1961,bears
1962,today′s
1963,Gallo-Roman
1964,Celtic
1965,4
1966,Upper Burgundy
1967,foundation
1968,Upper Burgundy
1969,1309
1970,Cronica de Berno
